rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
15919,"(51.216,4.43997)","(51.2113,4.44198)",2019-09-24 09:23:09.000000,2019-09-24 09:24:46.000000,5593,63900,1339,929
15920,"(51.2062,4.38336)","(51.2123,4.40364)",2019-09-24 09:11:44.000000,2019-09-24 09:20:39.000000,1270,77073,7530,3141
15921,"(51.2288,4.47866)","(51.2288,4.47866)",2019-09-24 09:43:30.000000,2019-09-24 09:43:30.000000,5641,72417,4391,4391
15924,"(51.1675,4.38542)","(51.1751,4.43013)",2019-09-24 09:47:33.000000,2019-09-24 10:05:15.000000,1315,30709,7325,7002
15925,"(51.2112,4.43396)","(51.2282,4.41337)",2019-09-24 09:19:08.000000,2019-09-24 09:29:44.000000,338,27741,1305,644
15926,"(51.209,4.43266)","(51.2148,4.39251)",2019-09-24 09:18:42.000000,2019-09-24 09:30:31.000000,3879,61893,2056,2369
15927,"(51.2055,4.39933)","(51.2179,4.41777)",2019-09-24 09:54:06.000000,2019-09-24 10:02:32.000000,5631,59490,3398,988
15928,"(51.1744,4.40334)","(51.2241,4.43214)",2019-09-24 09:45:09.000000,2019-09-24 10:07:36.000000,910,17214,5616,239
15929,"(51.2254,4.4184)","(51.2125,4.40924)",2019-09-24 09:27:34.000000,2019-09-24 09:33:36.000000,5745,51807,2779,714
15930,"(51.2083,4.44595)","(51.2187,4.40066)",2019-09-24 09:55:32.000000,2019-09-24 10:14:06.000000,665,23723,4844,77
15931,"(51.2251,4.41206)","(51.1755,4.33861)",2019-09-24 09:54:41.000000,2019-09-24 10:26:36.000000,533,2918,2739,7287
15933,"(51.1721,4.33814)","(51.2088,4.38734)",2019-09-24 09:56:24.000000,2019-09-24 10:21:38.000000,1185,9431,6659,2020
15934,"(51.2148,4.39251)","(51.226,4.42343)",2019-09-24 09:14:40.000000,2019-09-24 09:25:36.000000,3879,76041,2369,1094
15935,"(51.1653,4.3939)","(51.2254,4.4184)",2019-09-24 09:24:07.000000,2019-09-24 09:44:12.000000,4076,23692,5709,2773
15936,"(51.2088,4.38734)","(51.2299,4.43167)",2019-09-24 09:26:14.000000,2019-09-24 09:46:34.000000,5434,51309,2030,3113
15937,"(51.2153,4.41198)","(51.2311,4.38585)",2019-09-24 09:44:03.000000,2019-09-24 09:58:04.000000,5526,48330,2319,424
15938,"(51.2101,4.41739)","(51.1888,4.45039)",2019-09-24 09:45:02.000000,2019-09-24 09:58:39.000000,881,24231,2112,6408
15939,"(51.2294,4.41127)","(51.1999,4.41879)",2019-09-24 09:04:10.000000,2019-09-24 09:14:48.000000,5756,69876,2995,1716
15940,"(51.2134,4.43392)","(51.2305,4.40769)",2019-09-24 09:29:16.000000,2019-09-24 09:37:57.000000,4045,24463,2282,4165
15941,"(51.1906,4.38893)","(51.2123,4.39402)",2019-09-24 09:58:12.000000,2019-09-24 10:04:59.000000,585,51736,6291,2205
15942,"(51.1938,4.40228)","(51.211,4.40724)",2019-09-24 09:06:43.000000,2019-09-24 09:12:22.000000,3751,18237,3184,2152
15943,"(51.2536,4.46369)","(51.2032,4.42845)",2019-09-24 09:03:32.000000,2019-09-24 09:27:01.000000,2613,40708,3649,1850
15944,"(51.2058,4.41837)","(51.2211,4.39678)",2019-09-24 09:26:48.000000,2019-09-24 09:34:35.000000,2571,36086,190,2617
15945,"(51.2008,4.39421)","(51.1994,4.39013)",2019-09-24 09:41:22.000000,2019-09-24 09:42:51.000000,5313,32058,1734,139
15946,"(51.2536,4.46369)","(51.2333,4.40311)",2019-09-24 09:42:30.000000,2019-09-24 10:01:26.000000,994,46296,3650,4094
15947,"(51.1985,4.39071)","(51.1832,4.36413)",2019-09-24 09:02:09.000000,2019-09-24 09:16:14.000000,2715,16840,1698,5929
15948,"(51.24,4.43371)","(51.228,4.40221)",2019-09-24 09:18:46.000000,2019-09-24 09:28:02.000000,5725,61085,6519,2884
15949,"(51.2311,4.38585)","(51.2281,4.41173)",2019-09-24 09:36:52.000000,2019-09-24 09:47:30.000000,3894,64377,418,2817
15950,"(51.209,4.43266)","(51.2174,4.42002)",2019-09-24 09:48:39.000000,2019-09-24 09:54:19.000000,634,25102,2063,1355
15951,"(51.2023,4.41208)","(51.2046,4.41057)",2019-09-24 09:50:43.000000,2019-09-24 09:51:36.000000,989,70585,1832,1876
15952,"(51.2043,4.46124)","(51.2047,4.38766)",2019-09-24 09:50:27.000000,2019-09-24 10:19:11.000000,792,17427,7227,1920
15953,"(51.1767,4.38241)","(51.2099,4.39098)",2019-09-24 09:17:46.000000,2019-09-24 09:29:42.000000,5287,31018,5795,2095
15954,"(51.2445,4.42309)","(51.2182,4.40617)",2019-09-24 09:35:57.000000,2019-09-24 09:48:01.000000,718,73119,3609,2469
15955,"(51.1721,4.33814)","(51.2019,4.39835)",2019-09-24 09:57:31.000000,2019-09-24 10:16:11.000000,4007,77227,6652,3359
15956,"(51.228,4.41899)","(51.2023,4.41208)",2019-09-24 09:46:43.000000,2019-09-24 09:58:36.000000,3638,70670,783,1823
15957,"(51.2104,4.38767)","(51.2064,4.4583)",2019-09-24 09:58:35.000000,2019-09-24 10:26:48.000000,951,30670,95,4833
15958,"(51.2259,4.40086)","(51.2148,4.39251)",2019-09-24 09:34:07.000000,2019-09-24 09:39:40.000000,1891,41997,2844,2372
15959,"(51.2173,4.42017)","(51.2198,4.45487)",2019-09-24 09:06:48.000000,2019-09-24 09:18:10.000000,3881,57330,3209,4496
15960,"(51.1994,4.39013)","(51.2047,4.39625)",2019-09-24 09:32:57.000000,2019-09-24 09:36:24.000000,3396,76848,129,118
15962,"(51.2195,4.41169)","(51.2171,4.39924)",2019-09-24 09:52:12.000000,2019-09-24 09:55:39.000000,1888,64822,164,2434
15963,"(51.2281,4.41173)","(51.2217,4.42071)",2019-09-24 09:06:17.000000,2019-09-24 09:10:08.000000,4131,17760,2805,2653
15965,"(51.2281,4.409)","(51.2155,4.42551)",2019-09-24 09:22:41.000000,2019-09-24 09:29:03.000000,561,52955,10,1057
15966,"(51.1888,4.45039)","(51.1817,4.35806)",2019-09-24 09:28:04.000000,2019-09-24 10:01:47.000000,3607,38240,6384,6922
15967,"(51.2215,4.40869)","(51.1951,4.41752)",2019-09-24 09:29:38.000000,2019-09-24 09:42:02.000000,816,19503,1379,1656
15968,"(51.206,4.44926)","(51.2281,4.41173)",2019-09-24 09:16:28.000000,2019-09-24 09:30:23.000000,296,22011,4889,2810
15969,"(51.2155,4.42551)","(51.1971,4.4103)",2019-09-24 09:16:19.000000,2019-09-24 09:23:19.000000,3449,76712,1072,1673
15970,"(51.2333,4.40311)","(51.228,4.41899)",2019-09-24 09:12:39.000000,2019-09-24 09:20:04.000000,2650,12967,4088,804
15971,"(51.2099,4.42248)","(51.211,4.39035)",2019-09-24 09:02:29.000000,2019-09-24 09:15:37.000000,5692,10591,208,2127
15972,"(51.2012,4.40224)","(51.2273,4.4307)",2019-09-24 09:02:21.000000,2019-09-24 09:15:02.000000,3813,66835,1788,1550
15973,"(51.2148,4.39251)","(51.2294,4.41127)",2019-09-24 09:57:54.000000,2019-09-24 10:05:41.000000,1891,70193,2372,2993
15974,"(51.2276,4.43921)","(51.2311,4.38585)",2019-09-24 09:07:30.000000,2019-09-24 09:22:48.000000,16,36932,269,430
15975,"(51.2023,4.41208)","(51.2291,4.42473)",2019-09-24 09:11:53.000000,2019-09-24 09:19:54.000000,156,58214,1829,2974
15976,"(51.2217,4.42071)","(51.1931,4.408)",2019-09-24 09:31:26.000000,2019-09-24 09:42:16.000000,1041,62681,2657,1616
15977,"(51.2135,4.40496)","(51.2189,4.4012)",2019-09-24 09:08:33.000000,2019-09-24 09:10:58.000000,5561,47920,2264,1500
15978,"(51.2018,4.40607)","(51.2016,4.42358)",2019-09-24 09:57:25.000000,2019-09-24 10:03:03.000000,69,56406,1802,1031
15979,"(51.2019,4.39835)","(51.2038,4.44423)",2019-09-24 09:11:30.000000,2019-09-24 09:23:39.000000,1106,3967,3369,4932
15980,"(51.1754,4.41894)","(51.2158,4.40314)",2019-09-24 09:43:14.000000,2019-09-24 09:58:54.000000,1524,22996,7197,2387
15981,"(51.2141,4.39792)","(51.2292,4.46201)",2019-09-24 09:24:31.000000,2019-09-24 09:46:56.000000,5321,78105,811,4311
15982,"(51.1836,4.39404)","(51.2281,4.40573)",2019-09-24 09:58:16.000000,2019-09-24 10:12:04.000000,328,4210,5659,2965
15984,"(51.2104,4.38767)","(51.2012,4.40224)",2019-09-24 09:50:52.000000,2019-09-24 09:55:57.000000,1541,36945,99,1790
15985,"(51.2064,4.4583)","(51.2171,4.40888)",2019-09-24 09:06:05.000000,2019-09-24 09:19:53.000000,951,21148,4833,2426
15986,"(51.2241,4.43214)","(51.213,4.42164)",2019-09-24 09:16:44.000000,2019-09-24 09:21:26.000000,1810,73976,246,1189
15987,"(51.2153,4.41198)","(51.2276,4.38587)",2019-09-24 09:03:10.000000,2019-09-24 09:12:01.000000,1895,36189,2322,497
15988,"(51.2104,4.38767)","(51.2088,4.40834)",2019-09-24 09:59:02.000000,2019-09-24 10:06:29.000000,1128,43934,93,2048
15989,"(51.25,4.4209)","(51.2282,4.41337)",2019-09-24 09:23:49.000000,2019-09-24 09:30:17.000000,3524,49239,3561,649
15990,"(51.2354,4.4271)","(51.2191,4.3949)",2019-09-24 09:32:44.000000,2019-09-24 09:48:39.000000,146,70891,4213,2560
15991,"(51.2237,4.40297)","(51.1999,4.41879)",2019-09-24 09:42:54.000000,2019-09-24 09:51:31.000000,1126,32420,685,1715
15992,"(51.1803,4.38105)","(51.1653,4.3939)",2019-09-24 09:07:43.000000,2019-09-24 09:13:26.000000,1177,7835,5846,5702
15993,"(51.2512,4.4373)","(51.2119,4.39894)",2019-09-24 09:25:22.000000,2019-09-24 09:40:06.000000,5531,14673,3757,2180
15994,"(51.2229,4.40622)","(51.2224,4.43004)",2019-09-24 09:35:11.000000,2019-09-24 09:44:06.000000,78,40646,1124,774
15995,"(51.1979,4.42541)","(51.2354,4.4271)",2019-09-24 09:30:52.000000,2019-09-24 09:44:41.000000,5339,61278,1240,4221
15996,"(51.2142,4.4162)","(51.2058,4.41837)",2019-09-24 09:22:03.000000,2019-09-24 09:24:21.000000,1470,37563,2328,186
15998,"(51.213,4.42176)","(51.1896,4.42166)",2019-09-24 09:24:43.000000,2019-09-24 09:35:08.000000,319,27007,2234,5187
15999,"(51.2199,4.36992)","(51.2199,4.36992)",2019-09-24 09:13:32.000000,2019-09-24 09:13:32.000000,5574,,7016,7016
16000,"(51.2241,4.43214)","(51.1893,4.43561)",2019-09-24 09:27:30.000000,2019-09-24 09:36:49.000000,910,18269,239,5257
16001,"(51.2088,4.40834)","(51.1975,4.4596)",2019-09-24 09:17:59.000000,2019-09-24 09:38:52.000000,1128,55134,2048,5074
16002,"(51.1683,4.40557)","(51.1767,4.38241)",2019-09-24 09:13:38.000000,2019-09-24 09:22:29.000000,1325,28349,7386,5767
16003,"(51.2155,4.42551)","(51.248,4.43302)",2019-09-24 09:47:36.000000,2019-09-24 09:56:30.000000,238,48301,1048,3838
16004,"(51.21,4.42741)","(51.2183,4.41409)",2019-09-24 09:53:18.000000,2019-09-24 09:58:41.000000,3432,589,231,2488
16005,"(51.2281,4.409)","(51.2311,4.41267)",2019-09-24 09:33:09.000000,2019-09-24 09:34:25.000000,601,13501,14,565
16006,"(51.2237,4.40297)","(51.2224,4.43004)",2019-09-24 09:12:50.000000,2019-09-24 09:20:33.000000,5803,58777,696,772
16007,"(51.2012,4.40224)","(51.2305,4.40769)",2019-09-24 09:16:39.000000,2019-09-24 09:25:36.000000,1541,30784,1790,4159
16008,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:17:47.000000,5484,,5077,55
16009,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:22:12.000000,2638,,5078,56
16010,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:17:58.000000,108,,5079,57
16012,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:22:45.000000,1769,,5081,59
16013,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:23:01.000000,983,,5082,60
16015,"(51.2041,4.46765)","(51.219,4.40405)",2019-09-24 10:00:00.000000,2019-09-24 10:24:19.000000,4049,,5084,62
16016,"(51.1817,4.35806)","(51.2291,4.42473)",2019-09-24 10:11:05.000000,2019-09-24 10:32:40.000000,64,16064,6930,2971
16017,"(51.219,4.40405)","(51.2261,4.42638)",2019-09-24 10:07:48.000000,2019-09-24 10:14:10.000000,1769,33668,59,6562
16018,"(51.2261,4.42638)","(51.1925,4.42158)",2019-09-24 10:17:04.000000,2019-09-24 10:26:29.000000,962,30949,6566,3326
16019,"(51.2219,4.41289)","(51.1675,4.38542)",2019-09-24 10:09:28.000000,2019-09-24 10:31:51.000000,1636,11191,1525,7311
16020,"(51.2192,4.46007)","(51.2153,4.41198)",2019-09-24 10:28:43.000000,2019-09-24 10:49:35.000000,806,58726,4501,2311
16021,"(51.1885,4.3727)","(51.2221,4.40467)",2019-09-24 10:59:41.000000,2019-09-24 11:13:54.000000,1843,73027,6132,2688
16022,"(51.1709,4.34944)","(51.1709,4.34944)",2019-09-24 10:45:02.000000,2019-09-24 10:45:02.000000,2004,,6709,6709
16023,"(51.211,4.40724)","(51.2221,4.41835)",2019-09-24 10:28:27.000000,2019-09-24 10:32:39.000000,3478,27304,2154,2606
16024,"(51.1968,4.39632)","(51.167,4.38213)",2019-09-24 10:53:13.000000,2019-09-24 11:02:25.000000,1820,8163,752,6951
16025,"(51.2217,4.42071)","(51.228,4.41899)",2019-09-24 10:20:13.000000,2019-09-24 10:23:09.000000,4131,37690,2653,807
16026,"(51.2043,4.46124)","(51.1999,4.41879)",2019-09-24 10:23:23.000000,2019-09-24 10:37:31.000000,4108,54299,7234,1713
16027,"(51.2291,4.42473)","(51.1735,4.35219)",2019-09-24 10:29:37.000000,2019-09-24 10:56:18.000000,156,30197,2974,6036
16028,"(51.2402,4.40843)","(51.2345,4.40955)",2019-09-24 10:52:49.000000,2019-09-24 10:55:18.000000,3818,20115,6473,4125
16029,"(51.21,4.42741)","(51.2036,4.42548)",2019-09-24 10:40:20.000000,2019-09-24 10:42:11.000000,2557,27521,232,6596
16030,"(51.1772,4.37486)","(51.211,4.40724)",2019-09-24 10:35:38.000000,2019-09-24 10:49:36.000000,1523,16579,7135,2148
16031,"(51.2281,4.40573)","(51.2134,4.41328)",2019-09-24 10:53:09.000000,2019-09-24 10:57:59.000000,1257,66868,2964,1466
16032,"(51.2305,4.40769)","(51.2038,4.42077)",2019-09-24 10:14:33.000000,2019-09-24 10:27:42.000000,454,27967,4187,1387
16034,"(51.2189,4.4012)","(51.2333,4.40311)",2019-09-24 10:21:05.000000,2019-09-24 10:27:11.000000,1226,16754,1512,4115
16036,"(51.2204,4.37858)","(51.2204,4.37858)",2019-09-24 10:42:05.000000,2019-09-24 10:42:05.000000,811,,951,951
16037,"(51.2165,4.39375)","(51.2229,4.40622)",2019-09-24 10:49:30.000000,2019-09-24 10:53:18.000000,1938,63241,1487,1104
16038,"(51.1931,4.408)","(51.2104,4.45252)",2019-09-24 10:31:49.000000,2019-09-24 10:50:26.000000,4083,43741,1606,4716
16039,"(51.2177,4.42075)","(51.2088,4.40834)",2019-09-24 10:23:44.000000,2019-09-24 10:27:51.000000,239,30289,29,2045
16040,"(51.2187,4.40066)","(51.2318,4.42699)",2019-09-24 10:26:05.000000,2019-09-24 10:39:24.000000,1716,75859,75,3078
16041,"(51.2095,4.45816)","(51.2064,4.4583)",2019-09-24 10:27:06.000000,2019-09-24 10:27:57.000000,3463,38409,4726,4822
16042,"(51.219,4.40405)","(51.2036,4.41518)",2019-09-24 10:05:04.000000,2019-09-24 10:10:42.000000,4049,17474,62,831
16043,"(51.2165,4.39375)","(51.2216,4.40268)",2019-09-24 10:30:57.000000,2019-09-24 10:34:14.000000,531,20571,1482,2643
16044,"(51.1728,4.40521)","(51.1994,4.39013)",2019-09-24 10:19:03.000000,2019-09-24 10:27:24.000000,1241,29234,7470,135
16045,"(51.2034,4.39221)","(51.2062,4.38336)",2019-09-24 10:06:32.000000,2019-09-24 10:09:28.000000,1282,40724,1872,7515
16046,"(51.226,4.42343)","(51.216,4.44568)",2019-09-24 10:10:55.000000,2019-09-24 10:18:58.000000,1796,29217,1093,3280
16047,"(51.2145,4.44373)","(51.2281,4.41173)",2019-09-24 10:07:21.000000,2019-09-24 10:18:05.000000,2566,65668,3040,2796
16048,"(51.2,4.45028)","(51.2201,4.43269)",2019-09-24 10:24:16.000000,2019-09-24 10:33:22.000000,1998,25859,5015,3116
16049,"(51.2019,4.39835)","(51.2008,4.39808)",2019-09-24 10:43:20.000000,2019-09-24 10:43:38.000000,1069,18091,3353,1148
16051,"(51.2134,4.43392)","(51.2262,4.40961)",2019-09-24 10:34:29.000000,2019-09-24 10:46:12.000000,921,7632,2293,2862
16052,"(51.2217,4.42071)","(51.1735,4.35219)",2019-09-24 10:56:17.000000,2019-09-24 11:21:38.000000,3399,71695,2652,6043
16053,"(51.248,4.43302)","(51.2034,4.39221)",2019-09-24 10:56:55.000000,2019-09-24 11:17:53.000000,2006,35992,3843,1858
16054,"(51.179,4.39048)","(51.2099,4.42248)",2019-09-24 10:25:34.000000,2019-09-24 10:43:09.000000,5471,28598,6415,211
16055,"(51.2174,4.37791)","(51.2211,4.39678)",2019-09-24 10:31:21.000000,2019-09-24 10:37:50.000000,2755,68245,6866,2616
16056,"(51.213,4.42164)","(51.2217,4.42071)",2019-09-24 10:43:19.000000,2019-09-24 10:46:38.000000,1810,52151,1189,2651
16057,"(51.2104,4.45252)","(51.2318,4.42699)",2019-09-24 10:06:36.000000,2019-09-24 10:21:23.000000,5494,52750,4710,3064
16058,"(51.2,4.45028)","(51.2314,4.40357)",2019-09-24 10:07:30.000000,2019-09-24 10:24:30.000000,3888,10811,5011,550
16059,"(51.216,4.43997)","(51.2219,4.41289)",2019-09-24 10:33:24.000000,2019-09-24 10:42:37.000000,508,50202,1324,1517
16060,"(51.2311,4.41267)","(51.2123,4.40364)",2019-09-24 10:13:39.000000,2019-09-24 10:22:54.000000,601,74062,565,3150
16061,"(51.1875,4.36355)","(51.2261,4.42638)",2019-09-24 10:51:30.000000,2019-09-24 11:19:51.000000,1948,27325,7085,6550
16062,"(51.1692,4.36344)","(51.2216,4.4005)",2019-09-24 10:29:08.000000,2019-09-24 10:48:25.000000,2563,33980,6820,630
16063,"(51.1771,4.39972)","(51.2088,4.38734)",2019-09-24 10:43:32.000000,2019-09-24 10:58:45.000000,5534,27685,5688,2009
16064,"(51.1836,4.39404)","(51.2243,4.39907)",2019-09-24 10:29:35.000000,2019-09-24 10:41:11.000000,1230,18766,5661,2730
16065,"(51.2099,4.39098)","(51.2134,4.41328)",2019-09-24 10:48:26.000000,2019-09-24 10:58:02.000000,5287,43848,2095,1476
16066,"(51.2536,4.4232)","(51.2345,4.40955)",2019-09-24 10:05:17.000000,2019-09-24 10:11:46.000000,1368,67839,3497,4143
16067,"(51.2191,4.3949)","(51.25,4.4209)",2019-09-24 10:33:29.000000,2019-09-24 10:49:54.000000,351,67950,2559,3546
16068,"(51.1817,4.37203)","(51.2023,4.41208)",2019-09-24 10:04:39.000000,2019-09-24 10:17:10.000000,3965,49808,5888,1828
16069,"(51.1711,4.3672)","(51.2299,4.41942)",2019-09-24 10:25:26.000000,2019-09-24 10:52:14.000000,3988,69797,6687,3010
16070,"(51.2313,4.41635)","(51.2402,4.40843)",2019-09-24 10:11:18.000000,2019-09-24 10:15:25.000000,5263,34413,7496,6473
16071,"(51.2078,4.46528)","(51.2033,4.3889)",2019-09-24 10:14:30.000000,2019-09-24 10:48:18.000000,1231,11338,4774,3422
16072,"(51.219,4.40405)","(51.2148,4.39251)",2019-09-24 10:15:55.000000,2019-09-24 10:20:13.000000,108,8118,57,2361
16073,"(51.2311,4.41267)","(51.2216,4.40268)",2019-09-24 10:48:55.000000,2019-09-24 10:53:40.000000,5397,74260,560,2640
16074,"(51.2564,4.44715)","(51.2054,4.41352)",2019-09-24 10:26:44.000000,2019-09-24 10:54:17.000000,1096,46552,3685,1422
16075,"(51.2313,4.41635)","(51.2023,4.41208)",2019-09-24 10:20:45.000000,2019-09-24 10:29:49.000000,1313,21347,7504,1835
16076,"(51.2281,4.409)","(51.2058,4.39879)",2019-09-24 10:16:50.000000,2019-09-24 10:27:39.000000,114,62000,3,1443
16078,"(51.213,4.42176)","(51.2228,4.42426)",2019-09-24 10:55:17.000000,2019-09-24 10:58:52.000000,1713,70629,2239,2705
16079,"(51.2032,4.42845)","(51.2077,4.39846)",2019-09-24 10:43:51.000000,2019-09-24 10:57:19.000000,2660,23648,1846,1961
16080,"(51.2276,4.38587)","(51.2276,4.38587)",2019-09-24 10:49:42.000000,2019-09-24 10:49:42.000000,5564,,502,502
16081,"(51.167,4.38213)","(51.1938,4.40228)",2019-09-24 10:53:30.000000,2019-09-24 11:05:44.000000,538,55882,6964,3195
16082,"(51.2036,4.41518)","(51.219,4.40405)",2019-09-24 10:31:07.000000,2019-09-24 10:37:23.000000,4049,71748,831,65
16083,"(51.2311,4.41267)","(51.1994,4.39013)",2019-09-24 10:44:11.000000,2019-09-24 10:55:07.000000,892,12717,562,129
16084,"(51.213,4.42176)","(51.2314,4.40357)",2019-09-24 10:34:16.000000,2019-09-24 10:45:43.000000,1688,33972,2235,541
16085,"(51.2195,4.41169)","(51.2269,4.40543)",2019-09-24 10:41:24.000000,2019-09-24 10:44:43.000000,5618,29176,174,2930
16086,"(51.2217,4.42071)","(51.2182,4.41238)",2019-09-24 10:24:11.000000,2019-09-24 10:26:38.000000,1810,28972,2651,41
16087,"(51.2125,4.40924)","(51.211,4.39035)",2019-09-24 10:06:36.000000,2019-09-24 10:13:15.000000,889,77030,718,2132
16089,"(51.2281,4.409)","(51.2062,4.38336)",2019-09-24 10:21:12.000000,2019-09-24 10:32:28.000000,463,4651,7,7542
16090,"(51.2104,4.45252)","(51.2145,4.44373)",2019-09-24 10:34:51.000000,2019-09-24 10:39:03.000000,2625,2409,4689,3040
16091,"(51.2047,4.39625)","(51.2467,4.44015)",2019-09-24 10:41:24.000000,2019-09-24 11:07:25.000000,1760,4334,119,3882
16092,"(51.2174,4.37791)","(51.2103,4.39686)",2019-09-24 10:41:34.000000,2019-09-24 10:50:01.000000,5718,37213,6880,910
16095,"(51.2062,4.38336)","(51.228,4.41899)",2019-09-24 10:59:46.000000,2019-09-24 11:16:14.000000,1282,70887,7515,810
16096,"(51.2228,4.42426)","(51.2182,4.41238)",2019-09-24 10:02:47.000000,2019-09-24 10:06:23.000000,4000,77633,2702,40
16097,"(51.2314,4.40357)","(51.1817,4.37203)",2019-09-24 10:57:26.000000,2019-09-24 11:21:49.000000,1688,23789,541,5901
16098,"(51.2103,4.39686)","(51.2345,4.40955)",2019-09-24 10:12:10.000000,2019-09-24 10:24:28.000000,5718,66504,910,4137
16099,"(51.2333,4.40311)","(51.2165,4.39375)",2019-09-24 10:53:51.000000,2019-09-24 11:00:20.000000,5630,74540,4116,1491
16101,"(51.2269,4.40543)","(51.1744,4.40334)",2019-09-24 10:50:32.000000,2019-09-24 11:13:30.000000,5618,15478,2930,5616
16102,"(51.2281,4.41173)","(51.243,4.43569)",2019-09-24 10:52:32.000000,2019-09-24 11:00:11.000000,3882,14461,2807,3954
16103,"(51.206,4.44926)","(51.226,4.42343)",2019-09-24 10:03:53.000000,2019-09-24 10:15:28.000000,5398,49325,4875,1083
16104,"(51.2314,4.37866)","(51.2299,4.41942)",2019-09-24 10:03:13.000000,2019-09-24 10:14:39.000000,1893,77013,286,3019
16107,"(51.1772,4.37486)","(51.2211,4.39678)",2019-09-24 10:38:33.000000,2019-09-24 10:54:38.000000,5636,41649,7127,2628
16108,"(51.2354,4.4271)","(51.2104,4.45252)",2019-09-24 10:57:47.000000,2019-09-24 11:10:39.000000,2546,46052,4203,4711
16109,"(51.2259,4.40086)","(51.1893,4.43561)",2019-09-24 10:59:03.000000,2019-09-24 11:14:37.000000,609,47510,2842,5270
16110,"(51.2033,4.3889)","(51.2345,4.40955)",2019-09-24 10:09:15.000000,2019-09-24 10:24:10.000000,3434,32262,3444,4157
16111,"(51.1886,4.42959)","(51.2177,4.42075)",2019-09-24 10:18:02.000000,2019-09-24 10:26:22.000000,182,7538,5214,19
16112,"(51.2033,4.3889)","(51.2314,4.40357)",2019-09-24 10:56:53.000000,2019-09-24 11:10:08.000000,686,61089,3435,545
16113,"(51.228,4.40221)","(51.2354,4.4271)",2019-09-24 10:31:32.000000,2019-09-24 10:40:46.000000,1371,52583,2882,4217
16115,"(51.2183,4.41409)","(51.2473,4.44902)",2019-09-24 10:15:51.000000,2019-09-24 10:31:48.000000,1808,58783,2506,3918
16116,"(51.2134,4.43392)","(51.2155,4.42551)",2019-09-24 10:45:33.000000,2019-09-24 10:48:16.000000,580,8385,2283,1063
16117,"(51.1885,4.3727)","(51.1885,4.3727)",2019-09-24 10:19:05.000000,2019-09-24 10:19:05.000000,1457,,6130,6130
16118,"(51.2177,4.42062)","(51.2171,4.40888)",2019-09-24 10:25:53.000000,2019-09-24 10:29:24.000000,1822,50380,2449,2418
16119,"(51.201,4.43406)","(51.2019,4.39835)",2019-09-24 10:12:02.000000,2019-09-24 10:25:31.000000,2727,16408,1763,3374
16120,"(51.2281,4.41173)","(51.206,4.44926)",2019-09-24 10:20:05.000000,2019-09-24 10:31:39.000000,2566,70896,2796,4889
16122,"(51.2191,4.3949)","(51.2112,4.43396)",2019-09-24 10:25:24.000000,2019-09-24 10:38:06.000000,3621,59385,2562,1311
16124,"(51.1885,4.3727)","(51.2281,4.41173)",2019-09-24 10:05:05.000000,2019-09-24 10:21:43.000000,364,47492,6124,2799
16125,"(51.2241,4.43214)","(51.228,4.41899)",2019-09-24 10:32:58.000000,2019-09-24 10:36:49.000000,1546,3653,235,799
16126,"(51.1975,4.4596)","(51.1975,4.4596)",2019-09-24 10:47:02.000000,2019-09-24 10:47:02.000000,3799,41816,5063,5052
16127,"(51.2177,4.42075)","(51.2205,4.4692)",2019-09-24 10:22:41.000000,2019-09-24 10:44:42.000000,152,31541,31,4555
16128,"(51.1831,4.42431)","(51.2047,4.39625)",2019-09-24 10:07:34.000000,2019-09-24 10:18:55.000000,3516,3710,5444,115
16129,"(51.2183,4.41409)","(51.2064,4.4583)",2019-09-24 10:43:02.000000,2019-09-24 10:55:07.000000,3432,64217,2488,4812
16132,"(51.1847,4.3425)","(51.2077,4.39846)",2019-09-24 10:49:50.000000,2019-09-24 11:08:16.000000,4004,50752,6801,1949
16133,"(51.2033,4.3889)","(51.1836,4.39404)",2019-09-24 10:43:46.000000,2019-09-24 10:51:41.000000,754,26170,3426,5667
16136,"(51.2123,4.40364)","(51.2216,4.4005)",2019-09-24 10:19:53.000000,2019-09-24 10:23:13.000000,1270,7518,3141,614
16137,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:12:21.000000,284,,5419,235
16138,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:13:55.000000,4005,,5420,236
16139,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:14:28.000000,1837,,5421,237
16140,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:17:03.000000,3721,,5422,238
16141,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:12:04.000000,3452,,5423,239
