vehicleid,serialnumber,bikelotid,lastmaintenanceon,lockid,position
3060,3060000,11,2023-08-06 09:02:21.000000,,"(51.2179,4.41529)"
3061,3061000,11,2023-01-30 21:35:19.000000,,"(51.218,4.4124)"
3062,3062000,11,2023-08-20 18:40:38.000000,,"(51.2153,4.41601)"
3063,3063000,11,2023-06-10 16:35:45.000000,,"(51.2186,4.41399)"
3064,3064000,11,2023-08-01 14:46:51.000000,,"(51.2192,4.41351)"
3065,3065000,11,2023-07-14 00:41:30.000000,,"(51.2173,4.41442)"
3066,3066000,11,2023-04-06 22:24:49.000000,,"(51.2159,4.41137)"
3067,3067000,11,2023-06-10 14:59:05.000000,,"(51.2176,4.41536)"
3068,3068000,11,2023-07-02 00:18:14.000000,,"(51.2161,4.4164)"
3069,3069000,11,2023-07-11 12:46:05.000000,,"(51.216,4.41563)"
3070,3070000,11,2023-09-12 09:40:02.000000,,"(51.2171,4.4138)"
3071,3071000,11,2023-08-28 16:46:12.000000,,"(51.2175,4.41138)"
3072,3072000,11,2023-08-05 19:02:05.000000,,"(51.2179,4.41335)"
3073,3073000,11,2023-08-22 23:49:53.000000,,"(51.2154,4.41265)"
3074,3074000,11,2023-05-12 07:48:45.000000,,"(51.2157,4.41664)"
3075,3075000,11,2023-09-08 04:13:25.000000,,"(51.2164,4.40983)"
3076,3076000,11,2023-01-08 20:32:45.000000,,"(51.2146,4.41157)"
3077,3077000,11,2023-08-23 14:31:04.000000,,"(51.2162,4.41615)"
3078,3078000,11,2023-07-09 17:13:34.000000,,"(51.21,4.41099)"
3079,3079000,11,2023-08-22 21:11:37.000000,,"(51.2178,4.41257)"
3080,3080000,11,2023-06-19 19:49:41.000000,,"(51.2169,4.4132)"
3081,3081000,11,2023-02-27 18:02:56.000000,,"(51.2117,4.41382)"
3082,3082000,11,2023-09-02 07:08:37.000000,,"(51.2289,4.40923)"
3083,3083000,12,2023-05-02 18:09:10.000000,,"(51.2104,4.41606)"
3084,3084000,12,2023-08-19 17:29:39.000000,,"(51.2156,4.41252)"
3085,3085000,12,2023-08-20 16:53:36.000000,,"(51.2221,4.4156)"
3086,3086000,12,2023-07-05 08:33:10.000000,,"(51.2122,4.4111)"
3087,3087000,12,2023-08-09 17:23:55.000000,,"(51.2185,4.41351)"
3088,3088000,12,2023-09-09 09:25:42.000000,,"(51.2172,4.41379)"
3089,3089000,12,2023-08-27 09:44:15.000000,,"(51.217,4.41395)"
3090,3090000,12,2023-07-20 13:02:55.000000,,"(51.2174,4.41366)"
3091,3091000,12,2023-06-12 18:32:39.000000,,"(51.2168,4.41426)"
3092,3092000,12,2023-08-23 15:56:33.000000,,"(51.2172,4.41776)"
3093,3093000,12,2023-06-05 09:18:47.000000,,"(51.2169,4.41455)"
3094,3094000,12,2023-02-15 17:26:10.000000,,"(51.2164,4.41412)"
3095,3095000,12,2023-09-13 19:36:53.000000,,"(51.2141,4.41765)"
3096,3096000,12,2023-09-03 18:42:42.000000,,"(51.2233,4.41286)"
3097,3097000,12,2023-08-29 18:03:08.000000,,"(51.2172,4.41342)"
3098,3098000,12,2023-09-09 20:40:57.000000,,"(51.2179,4.41463)"
3099,3099000,12,2023-07-16 22:06:02.000000,,"(51.2167,4.41243)"
3100,3100000,12,2023-08-14 19:28:14.000000,,"(51.2197,4.40805)"
3101,3101000,12,2023-04-28 11:12:26.000000,,"(51.2172,4.413)"
3102,3102000,12,2023-03-03 17:41:18.000000,,"(51.2141,4.41394)"
3103,3103000,12,2022-12-04 23:30:47.000000,,"(51.221,4.41042)"
3104,3104000,12,2023-06-09 13:06:25.000000,,"(51.2147,4.41338)"
3105,3105000,12,2023-05-22 10:05:12.000000,,"(51.2181,4.41126)"
3106,3106000,12,2023-02-09 18:54:56.000000,,"(51.2134,4.41479)"
3107,3107000,12,2023-09-05 09:24:45.000000,,"(51.2227,4.40998)"
3108,3108000,12,2023-08-19 18:34:03.000000,,"(51.216,4.41318)"
3109,3109000,12,2023-09-01 16:11:12.000000,,"(51.2126,4.41521)"
3110,3110000,12,2023-08-15 22:01:26.000000,,"(51.2224,4.41327)"
3111,3111000,12,2023-08-23 09:48:05.000000,,"(51.2194,4.41987)"
3112,3112000,12,2023-07-05 18:25:50.000000,,"(51.2193,4.41581)"
3113,3113000,12,2023-08-14 01:30:27.000000,,"(51.2169,4.41412)"
3114,3114000,12,2023-04-18 01:10:00.000000,,"(51.2168,4.41301)"
3115,3115000,12,2023-07-28 14:17:10.000000,,"(51.2151,4.41409)"
3116,3116000,12,2023-08-26 18:58:04.000000,,"(51.2158,4.414)"
3117,3117000,12,2023-08-30 12:15:36.000000,,"(51.2092,4.41099)"
3118,3118000,12,2023-08-27 12:38:46.000000,,"(51.2155,4.41182)"
3119,3119000,12,2023-09-14 12:51:48.000000,,"(51.2235,4.41978)"
3120,3120000,12,2023-08-25 12:27:00.000000,,"(51.2119,4.41391)"
3121,3121000,12,2023-08-08 01:20:08.000000,,"(51.2162,4.41315)"
3122,3122000,12,2023-08-06 16:46:00.000000,,"(51.2144,4.40891)"
3123,3123000,12,2023-06-06 19:25:38.000000,,"(51.2168,4.41245)"
3124,3124000,12,2023-06-03 12:14:04.000000,,"(51.2176,4.41382)"
3125,3125000,12,2023-07-31 09:38:39.000000,,"(51.2166,4.4137)"
3126,3126000,12,2023-08-12 13:46:53.000000,,"(51.2169,4.41372)"
3127,3127000,12,2023-09-01 21:13:58.000000,,"(51.2189,4.41269)"
3128,3128000,12,2023-08-14 19:23:19.000000,,"(51.2183,4.41359)"
3129,3129000,12,2023-08-13 23:02:13.000000,,"(51.2173,4.41257)"
3130,3130000,12,2023-04-10 08:23:24.000000,,"(51.2206,4.41123)"
3131,3131000,12,2023-09-03 08:08:43.000000,,"(51.2184,4.41372)"
3132,3132000,12,2023-07-31 22:19:29.000000,,"(51.2196,4.40935)"
3133,3133000,12,2023-06-27 17:20:17.000000,,"(51.2162,4.4141)"
3134,3134000,12,2023-09-02 02:18:05.000000,,"(51.2151,4.41466)"
3135,3135000,12,2023-06-05 21:42:20.000000,,"(51.2172,4.41638)"
3136,3136000,12,2023-04-25 18:41:32.000000,,"(51.2169,4.41329)"
3137,3137000,12,2023-06-18 08:31:49.000000,,"(51.2186,4.41419)"
3138,3138000,12,2023-09-12 17:29:15.000000,,"(51.2188,4.41733)"
3139,3139000,12,2023-08-22 23:52:18.000000,,"(51.218,4.41329)"
3140,3140000,12,2023-06-05 14:49:42.000000,,"(51.2195,4.41536)"
3141,3141000,12,2023-04-26 20:24:50.000000,,"(51.2162,4.41152)"
3142,3142000,12,2023-06-24 17:22:35.000000,,"(51.2168,4.41298)"
3143,3143000,12,2023-06-22 16:38:33.000000,,"(51.2181,4.41443)"
3144,3144000,12,2023-05-22 12:32:34.000000,,"(51.2178,4.41346)"
3145,3145000,12,2023-01-13 16:37:23.000000,,"(51.2162,4.41094)"
3146,3146000,12,2023-08-13 17:43:44.000000,,"(51.2172,4.41359)"
3147,3147000,12,2023-08-20 07:07:18.000000,,"(51.2157,4.41503)"
3148,3148000,12,2023-09-02 15:26:20.000000,,"(51.2152,4.41851)"
3149,3149000,12,2023-09-07 00:19:01.000000,,"(51.2167,4.41376)"
3150,3150000,12,2023-05-22 16:30:56.000000,,"(51.2171,4.41356)"
3151,3151000,12,2023-05-22 17:10:41.000000,,"(51.2147,4.41372)"
3152,3152000,12,2023-08-29 08:05:15.000000,,"(51.216,4.41362)"
3153,3153000,12,2023-05-14 09:06:26.000000,,"(51.2176,4.40994)"
3154,3154000,12,2023-06-27 11:32:37.000000,,"(51.214,4.42074)"
3155,3155000,12,2023-07-17 17:22:17.000000,,"(51.2161,4.41265)"
3156,3156000,12,2023-07-02 01:18:19.000000,,"(51.2174,4.41303)"
3157,3157000,12,2023-05-11 16:43:33.000000,,"(51.216,4.41291)"
3158,3158000,12,2023-09-15 12:13:33.000000,,"(51.2191,4.41366)"
3159,3159000,12,2023-08-01 15:59:42.000000,,"(51.2243,4.41372)"
3160,3160000,12,2023-06-19 19:54:02.000000,,"(51.2181,4.41339)"
3161,3161000,12,2023-08-29 12:43:20.000000,,"(51.2169,4.4164)"
3162,3162000,12,2023-09-11 12:13:43.000000,,"(51.2158,4.41141)"
3163,3163000,12,2023-02-04 09:43:43.000000,,"(51.2175,4.41344)"
3164,3164000,12,2023-09-02 18:32:46.000000,,"(51.2184,4.41385)"
3165,3165000,12,2023-07-29 19:04:33.000000,,"(51.2199,4.41082)"
3166,3166000,12,2023-08-23 13:52:34.000000,,"(51.2161,4.4125)"
3167,3167000,12,2023-09-12 09:05:27.000000,,"(51.2177,4.41777)"
3168,3168000,12,2023-03-20 19:22:22.000000,,"(51.2151,4.41265)"
3169,3169000,12,2023-04-30 08:27:49.000000,,"(51.2172,4.41426)"
3170,3170000,12,2023-07-23 02:47:33.000000,,"(51.2142,4.41335)"
3171,3171000,12,2023-08-16 12:35:09.000000,,"(51.2172,4.41368)"
3172,3172000,12,2023-01-24 08:56:52.000000,,"(51.2172,4.41322)"
3173,3173000,12,2023-07-31 08:00:33.000000,,"(51.2184,4.4123)"
3174,3174000,12,2023-08-29 13:16:24.000000,,"(51.2196,4.41329)"
3175,3175000,12,2023-07-02 20:06:27.000000,,"(51.2193,4.42003)"
3176,3176000,12,2022-12-21 00:25:39.000000,,"(51.2194,4.41443)"
3177,3177000,12,2023-01-30 18:27:42.000000,,"(51.2176,4.41846)"
3178,3178000,12,2023-08-24 12:58:08.000000,,"(51.2178,4.41358)"
3179,3179000,12,2023-09-09 14:57:30.000000,,"(51.2194,4.41942)"
3180,3180000,12,2023-08-13 19:34:57.000000,,"(51.2181,4.41579)"
3181,3181000,12,2023-08-12 20:10:24.000000,,"(51.2178,4.41284)"
3182,3182000,12,2023-07-09 08:12:31.000000,,"(51.2178,4.41389)"
3183,3183000,12,2023-07-05 20:44:13.000000,,"(51.2175,4.41051)"
3184,3184000,12,2023-06-26 12:04:09.000000,,"(51.2173,4.41337)"
3185,3185000,12,2023-04-23 19:01:49.000000,,"(51.2188,4.41124)"
3186,3186000,12,2023-09-09 00:49:43.000000,,"(51.2181,4.41131)"
3187,3187000,12,2023-08-29 10:48:28.000000,,"(51.2188,4.41358)"
3188,3188000,12,2023-07-27 11:20:12.000000,,"(51.2178,4.4145)"
3189,3189000,12,2023-08-28 00:28:20.000000,,"(51.2179,4.41393)"
3190,3190000,12,2023-02-19 17:08:23.000000,,"(51.2184,4.41383)"
3191,3191000,12,2023-06-26 10:18:45.000000,,"(51.2169,4.4138)"
3192,3192000,12,2023-09-10 09:23:58.000000,,"(51.2111,4.41075)"
3193,3193000,12,2023-03-30 23:41:32.000000,,"(51.2177,4.40842)"
3194,3194000,12,2023-05-25 15:28:46.000000,,"(51.2175,4.41382)"
3195,3195000,12,2023-07-28 19:00:12.000000,,"(51.2169,4.41339)"
3196,3196000,12,2023-06-12 17:34:44.000000,,"(51.2183,4.4119)"
3197,3197000,12,2023-05-06 11:00:42.000000,,"(51.2163,4.41432)"
3198,3198000,12,2023-06-29 14:24:30.000000,,"(51.2182,4.41341)"
3199,3199000,12,2023-09-03 23:11:10.000000,,"(51.2171,4.41404)"
3200,3200000,12,2023-07-26 11:31:15.000000,,"(51.2168,4.41348)"
3201,3201000,12,2023-06-09 23:46:01.000000,,"(51.217,4.41357)"
3202,3202000,12,2023-09-03 10:13:51.000000,,"(51.2185,4.41403)"
3203,3203000,12,2023-08-06 08:49:02.000000,,"(51.2189,4.40797)"
3204,3204000,12,2023-09-14 00:10:01.000000,,"(51.2177,4.41394)"
3205,3205000,12,2023-02-12 21:37:15.000000,,"(51.2173,4.4137)"
3206,3206000,12,2023-07-16 23:24:55.000000,,"(51.2192,4.41059)"
3207,3207000,12,2023-06-28 17:46:12.000000,,"(51.2174,4.41206)"
3208,3208000,12,2023-09-12 18:53:38.000000,,"(51.2204,4.42129)"
3209,3209000,12,2023-07-13 19:57:58.000000,,"(51.2163,4.41186)"
3210,3210000,12,2023-04-21 16:20:23.000000,,"(51.2176,4.41429)"
3211,3211000,12,2023-06-18 07:35:13.000000,,"(51.2152,4.41814)"
3212,3212000,12,2022-12-11 02:00:33.000000,,"(51.2161,4.41348)"
3213,3213000,12,2023-09-04 10:49:11.000000,,"(51.2165,4.41277)"
3214,3214000,12,2023-07-14 09:34:03.000000,,"(51.2163,4.41382)"
3215,3215000,12,2023-07-11 15:21:22.000000,,"(51.2158,4.41309)"
3216,3216000,12,2023-09-03 15:13:19.000000,,"(51.215,4.41157)"
3217,3217000,12,2023-07-03 00:26:42.000000,,"(51.22,4.41276)"
3218,3218000,12,2023-09-13 03:13:19.000000,,"(51.2226,4.41663)"
3219,3219000,12,2023-08-14 15:53:32.000000,,"(51.2211,4.4188)"
3220,3220000,12,2023-05-18 17:17:09.000000,,"(51.2197,4.41279)"
3221,3221000,12,2023-04-06 06:25:00.000000,,"(51.2208,4.41069)"
3222,3222000,12,2022-11-21 13:42:40.000000,,"(51.2195,4.41146)"
3223,3223000,12,2023-08-16 20:59:15.000000,,"(51.2179,4.41115)"
3224,3224000,12,2023-08-01 11:09:13.000000,,"(51.2141,4.41242)"
3225,3225000,12,2023-06-13 13:55:53.000000,,"(51.2189,4.4139)"
3226,3226000,12,2023-07-12 19:48:31.000000,,"(51.2168,4.41385)"
3227,3227000,12,2023-08-29 18:34:32.000000,,"(51.2145,4.41414)"
3228,3228000,12,2023-08-05 11:08:10.000000,,"(51.2209,4.41694)"
3229,3229000,12,2023-09-09 11:05:09.000000,,"(51.2172,4.41319)"
3230,3230000,12,2023-07-24 12:25:05.000000,,"(51.2161,4.41475)"
3231,3231000,12,2023-09-09 01:15:05.000000,,"(51.2156,4.41378)"
3232,3232000,12,2023-09-12 14:00:48.000000,,"(51.2163,4.41345)"
3233,3233000,12,2023-04-08 18:05:51.000000,,"(51.2159,4.41352)"
3234,3234000,12,2023-03-29 09:46:54.000000,,"(51.2186,4.4086)"
3235,3235000,12,2023-07-05 17:21:20.000000,,"(51.2213,4.413)"
3236,3236000,12,2023-09-12 09:01:48.000000,,"(51.2233,4.41173)"
3237,3237000,12,2023-05-18 17:43:24.000000,,"(51.2189,4.41534)"
3238,3238000,12,2023-08-22 20:55:37.000000,,"(51.2171,4.41431)"
3239,3239000,12,2023-09-10 17:35:18.000000,,"(51.2218,4.4138)"
3240,3240000,12,2023-04-26 13:17:03.000000,,"(51.2188,4.4134)"
3241,3241000,12,2023-07-20 18:31:29.000000,,"(51.2174,4.41328)"
3242,3242000,12,2023-08-05 10:23:08.000000,,"(51.2144,4.41129)"
3243,3243000,12,2023-04-09 16:58:15.000000,,"(51.2164,4.41344)"
3244,3244000,12,2023-08-01 17:17:09.000000,,"(51.2165,4.41376)"
3245,3245000,12,2023-07-30 21:54:47.000000,,"(51.2131,4.41591)"
3246,3246000,12,2022-12-06 20:17:57.000000,,"(51.2181,4.4132)"
3247,3247000,12,2023-08-17 23:40:09.000000,,"(51.2173,4.41248)"
3248,3248000,12,2023-09-12 16:47:12.000000,,"(51.2211,4.41338)"
3249,3249000,12,2023-06-05 14:11:00.000000,,"(51.2148,4.4106)"
3250,3250000,12,2023-08-29 19:23:46.000000,,"(51.2174,4.41155)"
3251,3251000,12,2022-12-29 17:49:29.000000,,"(51.2169,4.41398)"
3252,3252000,12,2023-08-04 07:14:35.000000,,"(51.213,4.41829)"
3253,3253000,12,2023-09-09 18:15:03.000000,,"(51.2143,4.4114)"
3254,3254000,12,2023-06-11 07:52:18.000000,,"(51.2179,4.41537)"
3255,3255000,12,2023-05-06 16:12:59.000000,,"(51.2171,4.41399)"
3256,3256000,12,2023-06-03 08:27:15.000000,,"(51.2171,4.41349)"
3257,3257000,12,2023-07-08 18:33:16.000000,,"(51.2199,4.41486)"
3258,3258000,12,2022-11-17 00:00:59.000000,,"(51.2192,4.40861)"
3259,3259000,12,2023-06-05 18:47:52.000000,,"(51.2099,4.4108)"
3260,3260000,12,2023-09-02 14:17:16.000000,,"(51.216,4.41221)"
3261,3261000,12,2023-09-03 15:02:22.000000,,"(51.2199,4.40671)"
3262,3262000,12,2023-07-09 18:14:57.000000,,"(51.2138,4.41331)"
3263,3263000,12,2023-04-17 18:36:33.000000,,"(51.2189,4.41348)"
3264,3264000,12,2023-04-21 21:17:26.000000,,"(51.2164,4.41014)"
3265,3265000,12,2023-04-30 18:03:54.000000,,"(51.2161,4.41606)"
3266,3266000,12,2023-06-11 12:45:37.000000,,"(51.2148,4.40796)"
3267,3267000,12,2023-08-29 13:20:29.000000,,"(51.2172,4.41396)"
3268,3268000,12,2023-07-01 08:40:39.000000,,"(51.217,4.41352)"
3269,3269000,12,2023-02-13 13:29:32.000000,,"(51.2206,4.41433)"
3270,3270000,12,2023-07-24 17:57:39.000000,,"(51.2151,4.41355)"
3271,3271000,12,2023-04-03 19:59:16.000000,,"(51.2242,4.40949)"
3272,3272000,12,2023-09-10 19:29:27.000000,,"(51.2215,4.41395)"
3273,3273000,12,2023-09-10 09:51:36.000000,,"(51.211,4.41481)"
3274,3274000,12,2023-07-14 16:24:46.000000,,"(51.2208,4.4124)"
3275,3275000,12,2023-06-26 19:31:04.000000,,"(51.2108,4.41872)"
3276,3276000,12,2023-01-22 08:43:51.000000,,"(51.2174,4.41278)"
3277,3277000,12,2023-09-03 00:08:23.000000,,"(51.2178,4.41844)"
3278,3278000,12,2023-03-11 14:09:01.000000,,"(51.2141,4.41362)"
3279,3279000,12,2023-08-28 09:56:36.000000,,"(51.219,4.41236)"
3280,3280000,12,2023-03-05 18:39:09.000000,,"(51.2166,4.4138)"
3281,3281000,12,2023-06-13 19:28:33.000000,,"(51.2175,4.41568)"
3282,3282000,12,2023-02-22 17:06:25.000000,,"(51.2173,4.41379)"
3283,3283000,12,2023-03-20 07:31:14.000000,,"(51.2185,4.41301)"
3284,3284000,12,2023-01-30 18:47:30.000000,,"(51.2179,4.41219)"
3285,3285000,12,2023-06-25 18:51:27.000000,,"(51.2141,4.4082)"
3286,3286000,12,2023-08-29 19:00:42.000000,,"(51.2167,4.40868)"
3287,3287000,12,2023-08-01 12:24:58.000000,,"(51.2171,4.41094)"
3288,3288000,12,2023-08-25 13:59:29.000000,,"(51.2156,4.4178)"
3289,3289000,12,2023-08-08 22:45:50.000000,,"(51.2192,4.41336)"
3290,3290000,12,2023-08-29 17:08:30.000000,,"(51.2166,4.41238)"
3291,3291000,12,2023-09-04 00:24:47.000000,,"(51.2203,4.40845)"
3292,3292000,12,2023-09-14 17:45:45.000000,,"(51.2152,4.4168)"
3293,3293000,12,2023-06-14 11:29:10.000000,,"(51.2136,4.41663)"
3294,3294000,12,2023-08-20 18:27:22.000000,,"(51.216,4.4132)"
3295,3295000,12,2023-09-12 07:36:43.000000,,"(51.2191,4.41475)"
3296,3296000,12,2023-09-09 15:04:40.000000,,"(51.2166,4.41274)"
3297,3297000,12,2023-06-20 21:47:27.000000,,"(51.2173,4.41143)"
3298,3298000,12,2023-06-29 23:22:12.000000,,"(51.2141,4.41661)"
3299,3299000,12,2023-07-30 23:11:38.000000,,"(51.216,4.41479)"
3300,3300000,12,2023-07-10 20:57:19.000000,,"(51.2139,4.41032)"
3301,3301000,12,2023-06-11 19:06:30.000000,,"(51.2172,4.4137)"
3302,3302000,12,2023-08-17 08:14:45.000000,,"(51.2168,4.41476)"
3303,3303000,12,2023-07-02 09:43:50.000000,,"(51.2198,4.41354)"
3304,3304000,12,2023-08-29 16:42:03.000000,,"(51.2174,4.4108)"
3305,3305000,12,2023-09-02 11:55:08.000000,,"(51.2136,4.41495)"
3306,3306000,12,2023-09-06 15:04:46.000000,,"(51.2207,4.41259)"
3307,3307000,12,2023-08-14 08:32:44.000000,,"(51.2181,4.41438)"
3308,3308000,12,2023-05-21 16:11:34.000000,,"(51.2218,4.41446)"
3309,3309000,12,2023-08-17 17:28:01.000000,,"(51.2201,4.41669)"
3310,3310000,12,2023-07-02 19:31:31.000000,,"(51.214,4.41239)"
3311,3311000,12,2023-08-10 23:33:43.000000,,"(51.2153,4.41511)"
3312,3312000,12,2023-04-25 17:55:50.000000,,"(51.216,4.41219)"
3313,3313000,12,2023-08-09 23:01:14.000000,,"(51.218,4.41393)"
3314,3314000,12,2023-08-29 15:09:25.000000,,"(51.2161,4.41346)"
3315,3315000,12,2023-04-11 17:34:02.000000,,"(51.2173,4.41687)"
3316,3316000,12,2023-08-23 12:10:37.000000,,"(51.2111,4.41266)"
3317,3317000,12,2023-07-18 16:10:49.000000,,"(51.2175,4.41453)"
3318,3318000,12,2023-01-22 09:10:48.000000,,"(51.2177,4.4129)"
3319,3319000,12,2023-08-29 16:28:04.000000,,"(51.2155,4.41284)"
3320,3320000,12,2023-07-01 11:35:20.000000,,"(51.2144,4.41339)"
3321,3321000,12,2023-07-16 11:26:58.000000,,"(51.2148,4.41568)"
3322,3322000,12,2023-09-15 18:45:52.000000,,"(51.2189,4.41306)"
3323,3323000,12,2023-04-18 21:30:13.000000,,"(51.2189,4.41417)"
3324,3324000,12,2023-09-02 19:46:45.000000,,"(51.2183,4.41517)"
3325,3325000,12,2023-07-30 19:36:38.000000,,"(51.2185,4.41384)"
3326,3326000,12,2023-05-11 14:37:46.000000,,"(51.2159,4.41486)"
3327,3327000,12,2022-12-28 19:11:50.000000,,"(51.2199,4.41274)"
3328,3328000,12,2023-09-07 13:57:03.000000,,"(51.2174,4.41421)"
3329,3329000,12,2023-04-22 08:54:14.000000,,"(51.2183,4.4126)"
3330,3330000,12,2023-05-29 22:58:20.000000,,"(51.2184,4.41051)"
3331,3331000,12,2023-08-08 04:48:53.000000,,"(51.2169,4.41379)"
3332,3332000,12,2023-04-11 15:39:32.000000,,"(51.2162,4.41294)"
3333,3333000,12,2023-08-31 16:06:00.000000,,"(51.221,4.42041)"
3334,3334000,12,2023-04-06 08:08:41.000000,,"(51.2192,4.41099)"
3335,3335000,12,2023-07-23 09:36:25.000000,,"(51.216,4.41679)"
3336,3336000,12,2023-03-08 16:03:25.000000,,"(51.2163,4.41298)"
3337,3337000,12,2023-08-28 18:00:10.000000,,"(51.2153,4.4122)"
3338,3338000,12,2023-08-23 13:41:38.000000,,"(51.2149,4.41564)"
3339,3339000,12,2023-07-01 15:33:31.000000,,"(51.2144,4.41177)"
3340,3340000,12,2023-08-16 17:30:58.000000,,"(51.2177,4.41098)"
3341,3341000,12,2023-09-12 17:15:09.000000,,"(51.2165,4.41482)"
3342,3342000,12,2023-08-13 09:51:04.000000,,"(51.2178,4.41369)"
3343,3343000,12,2023-03-14 16:46:16.000000,,"(51.2185,4.41245)"
3344,3344000,12,2023-08-23 20:03:31.000000,,"(51.2192,4.41533)"
3345,3345000,12,2023-09-02 15:36:41.000000,,"(51.2154,4.41311)"
3346,3346000,12,2023-08-11 14:57:56.000000,,"(51.2143,4.4116)"
3347,3347000,12,2023-07-27 16:24:25.000000,,"(51.2147,4.41741)"
3348,3348000,12,2023-06-28 15:33:03.000000,,"(51.2171,4.41036)"
3349,3349000,12,2023-09-02 12:09:47.000000,,"(51.2151,4.41642)"
3350,3350000,12,2023-04-29 18:38:03.000000,,"(51.2172,4.41583)"
3351,3351000,12,2023-05-04 12:23:31.000000,,"(51.2182,4.41136)"
3352,3352000,12,2023-08-03 16:55:59.000000,,"(51.2162,4.41604)"
3353,3353000,12,2023-08-08 00:33:26.000000,,"(51.2175,4.41277)"
3354,3354000,12,2023-04-12 22:38:02.000000,,"(51.2174,4.4162)"
3355,3355000,12,2023-08-26 18:54:29.000000,,"(51.2153,4.41052)"
3356,3356000,12,2023-03-12 12:18:27.000000,,"(51.2194,4.41565)"
3357,3357000,12,2023-03-25 10:23:09.000000,,"(51.2173,4.41451)"
3358,3358000,12,2023-09-02 12:40:36.000000,,"(51.2149,4.41048)"
3359,3359000,12,2023-09-11 00:19:53.000000,,"(51.2172,4.41413)"
3360,3360000,12,2023-03-07 11:31:33.000000,,"(51.2188,4.41436)"
3361,3361000,12,2023-09-05 11:57:45.000000,,"(51.2147,4.41403)"
3362,3362000,12,2023-08-05 13:08:34.000000,,"(51.2182,4.40744)"
3363,3363000,12,2023-08-07 18:36:21.000000,,"(51.2157,4.4108)"
3364,3364000,12,2023-08-08 06:21:53.000000,,"(51.2213,4.4188)"
3365,3365000,12,2023-08-11 03:28:49.000000,,"(51.2149,4.42333)"
3366,3366000,12,2023-04-17 09:54:57.000000,,"(51.2173,4.41415)"
3367,3367000,12,2023-07-24 15:36:20.000000,,"(51.2172,4.41361)"
3368,3368000,12,2023-08-10 11:27:04.000000,,"(51.2187,4.40993)"
3369,3369000,12,2023-06-14 10:02:08.000000,,"(51.2188,4.41126)"
3370,3370000,12,2023-08-31 18:24:46.000000,,"(51.2177,4.41691)"
3371,3371000,12,2022-09-19 23:53:53.000000,,"(51.2175,4.41327)"
3372,3372000,12,2023-09-10 12:17:51.000000,,"(51.2174,4.41342)"
3373,3373000,12,2023-06-07 07:28:58.000000,,"(51.2232,4.41425)"
3374,3374000,12,2023-03-30 06:07:49.000000,,"(51.2167,4.41382)"
3375,3375000,12,2023-03-09 17:02:05.000000,,"(51.2158,4.4144)"
3376,3376000,12,2023-06-26 01:05:59.000000,,"(51.215,4.41139)"
3377,3377000,12,2023-08-13 15:13:02.000000,,"(51.2183,4.41535)"
3378,3378000,12,2023-09-11 09:39:50.000000,,"(51.2187,4.41322)"
3379,3379000,12,2023-09-10 09:51:34.000000,,"(51.2171,4.4136)"
3380,3380000,12,2023-05-01 12:27:24.000000,,"(51.2127,4.41365)"
3381,3381000,12,2022-12-06 11:11:33.000000,,"(51.2168,4.4133)"
3382,3382000,12,2023-07-24 18:39:15.000000,,"(51.2187,4.42034)"
3383,3383000,12,2023-07-02 18:31:51.000000,,"(51.2184,4.41773)"
3384,3384000,12,2023-09-12 13:02:32.000000,,"(51.2197,4.40875)"
3385,3385000,12,2023-07-24 13:27:01.000000,,"(51.2171,4.41375)"
3386,3386000,12,2023-08-10 18:56:39.000000,,"(51.2204,4.41093)"
3387,3387000,12,2023-05-15 19:04:34.000000,,"(51.218,4.41612)"
3388,3388000,6,2019-10-08 18:38:30.000000,1860,"(51.2034,4.39221)"
3389,3389000,6,2019-09-23 13:51:03.000000,,"(51.219,4.40405)"
3390,3390000,6,2023-09-11 19:26:31.000000,7074,"(51.1749,4.35996)"
3391,3391000,6,2020-01-14 04:05:19.000000,,"(51.2299,4.41942)"
3392,3392000,6,2019-09-22 04:55:29.000000,,"(51.2134,4.41328)"
3393,3393000,6,2020-01-27 09:10:07.000000,,"(51.2251,4.41206)"
3394,3394000,6,2019-10-02 17:37:30.000000,,"(51.211,4.39035)"
3395,3395000,6,2020-07-11 05:16:27.000000,,"(51.2088,4.38734)"
3396,3396000,6,2021-02-17 05:38:38.000000,,"(51.2104,4.38767)"
3397,3397000,6,2020-01-21 12:47:08.000000,,"(51.2179,4.41777)"
3398,3398000,6,2019-09-29 23:26:29.000000,,"(51.209,4.43266)"
3399,3399000,6,2020-01-24 16:28:56.000000,,"(51.2018,4.40607)"
3400,3400000,6,2020-02-17 14:20:28.000000,,"(51.2174,4.42002)"
3401,3401000,6,2019-12-16 18:37:03.000000,1174,"(51.213,4.42164)"
3402,3402000,6,2020-04-12 06:36:43.000000,,"(51.2182,4.40617)"
3403,3403000,6,2019-12-05 04:16:23.000000,1894,"(51.2045,4.40477)"
3404,3404000,6,2019-11-20 04:31:13.000000,,"(51.2201,4.43269)"
3405,3405000,6,2019-09-22 16:22:18.000000,,"(51.2092,4.40293)"
3406,3406000,6,2019-12-13 07:26:13.000000,,"(51.2135,4.40496)"
3407,3407000,6,2020-06-06 04:34:38.000000,,"(51.2078,4.39439)"
3408,3408000,6,2019-09-27 15:49:22.000000,,"(51.2182,4.41238)"
